sn2005bf_Ib-pec_-18.5_z.dat      -19.500000      -7605.5718       859.95874
zspectra/sn2005bf-20050430-z.flm      -8.5000000      -7453.0024       383.07935
zspectra/sn2005bf-20050502-z.flm      -6.5000000      -7553.0474       352.36456
zspectra/sn2005bf-20050503-z.flm      -5.5000000      -7638.6533       322.81528
zspectra/sn2005bf-20050504-z.flm      -4.5000000      -7403.5942       390.37790
zspectra/sn2005bf-20050505-z.flm      -3.5000000      -7824.4136       861.95789
zspectra/sn2005bf-20050506-z.flm      -2.5000000      -7866.6475       426.66965
zspectra/sn2005bf-20050507-z.flm      -1.5000000      -7496.3916       481.72467
zspectra/sn2005bf-20050509-z.flm      0.50000000      -7225.3071       386.39084
sn2005bf_Ib-pec_2.2_z.dat       1.2000000      -7227.2168       340.82419
zspectra/sn2005bf-20050510-z.flm       1.5000000      -6861.8184       434.01184
zspectra/sn2005bf-20050511-z.flm       2.5000000      -6869.0361       471.40015
zspectra/sn2005bf-20050513-z.flm       4.5000000      -6435.0762       425.69949
zspectra/sn2005bf-20050514-z.flm       5.5000000      -6357.0029       467.04736
zspectra/sn2005bf-20050516-z.flm       7.5000000      -6193.7134       566.99768
zspectra/sn2005bf-20050531-z.flm       22.500000      -4319.5576       491.64975
sn2005bf_Ib-pec_24.6_z.dat       23.600000      -4687.7695       358.64975
zspectra/sn2005bf-20050603-z.flm       25.500000      -4147.8613       525.82172
sn2005bf_Ib-pec_28.6_z.dat       27.600000      -4268.3945       415.27295
zspectra/sn2005bf-20050607-z.flm       29.500000      -3471.2876       1220.4391
zspectra/sn2005bf-20050610-z.flm       32.500000      -4156.2090       725.95935
