sn2011dh-20110604-z.flm      -16.600000      -10432.253       866.94147
sn2011dh-20110605-z.flm      -15.600000      -10034.613       695.43134
sn2011dh-20110606-z.flm      -14.600000      -10042.043       649.50836
sn2011dh-20110607-z.flm      -13.600000      -9827.1299       590.51471
sn2011dh-20110608-z.flm      -12.600000      -9873.6660       394.81281
sn2011dh-20110609-z.flm      -11.600000      -9523.2080       374.13858
sn2011dh-20110624-z.flm       3.4000000      -6444.2441       246.11632
sn2011dh-20110625-z.flm       4.4000000      -6107.5913       280.71127
sn2011dh-20110626-z.flm       5.4000000      -5869.2969       327.80936
sn2011dh-20110627-z.flm       6.4000000      -5793.9014       315.75555
sn2011dh-20110628-z.flm       7.4000000      -5596.5034       332.27563
sn2011dh-20110630-z.flm       9.4000000      -5319.6880       305.65222
sn2011dh-20110701-z.flm       10.400000      -5151.8599       299.50089
sn2011dh-20110702-z.flm       11.400000      -5062.1226       324.65442
sn2011dh-20110704-z.flm       13.400000      -5076.7510       257.47165
sn2011dh-20110706-z.flm       15.400000      -4857.8857       260.98639
