sn2002ap_Ic-broad_-5.5_z.dat      -5.5000000      -27594.193       2058.6548
sn2002ap_Ic-broad_-4.5_z.dat      -4.5000000      -25484.924       1726.5469
sn2002ap-20020206-z.flm      -1.9000000      -23500.262       1034.0829
sn2002ap-20020207-z.flm     -0.90000000      -24487.217       1155.8308
sn2002ap-20020208-z.flm      0.10000000      -24221.799       1165.2896
sn2002ap-20020209-z.flm       1.1000000      -24105.477       921.83148
sn2002ap_Ic-broad_2.7_z.dat       2.7000000      -24611.166       985.02374
sn2002ap-20020212-z.flm       4.1000000      -24588.428       919.23883
sn2002ap-20020213-z.flm       5.1000000      -24229.408       997.89771
sn2002ap-20020214-z.flm       6.1000000      -24322.936       1449.2357
sn2002ap-20020215-z.flm       7.1000000      -10735.932       1413.8865
sn2002ap_Ic-broad_9.5_z.dat       9.5000000      -10185.390       939.39508
sn2002ap-20020220-z.flm       12.100000      -10092.952       1142.1660
sn2002ap-20020306-z.flm       26.100000      -9398.1787       1383.9042
sn2002ap-20020310-z.flm       30.100000      -9108.0156       1198.1680
sn2002ap-20020311-z.flm       31.100000      -8839.9238       1084.9156
