sn2005hg-20051027-z.flm      -13.290000      -10454.077       1400.0010
sn2005hg-20051028-z.flm      -12.290000      -12171.576       899.59644
sn2005hg-20051030-z.flm      -10.290000      -11258.021       832.54614
sn2005hg-20051031-z.flm      -9.2900000      -10691.397       1011.6127
sn2005hg-20051101-z.flm      -8.2900000      -10525.838       601.30005
sn2005hg-20051102-z.flm      -7.2900000      -10533.089       587.89575
sn2005hg-20051103-z.flm      -6.2900000      -10089.901       645.06799
sn2005hg-20051104-z.flm      -5.2900000      -9800.7119       495.11237
sn2005hg-20051105-z.flm      -4.2900000      -9394.2451       662.87158
sn2005hg-20051106-z.flm      -3.2900000      -9362.7197       583.32788
sn2005hg-20051107-z.flm      -2.2900000      -8972.4248       448.10489
sn2005hg-20051108-z.flm      -1.2900000      -8476.3164       726.49023
sn2005hg-20051109-z.flm     -0.29000000      -8552.1367       702.01495
sn2005hg-20051122-z.flm       12.710000      -6043.0229       518.95410
sn2005hg-20051126-z.flm       16.710000      -5235.9082       590.79950
sn2005hg-20051206-z.flm       26.710000      -5097.1255       702.56989
sn2005hg-20060207-mmt-z.flm       89.710000      -5118.9521       714.56305
